bacteria,filter.D
Geobacillus sp. WCH70,FALSE
Geobacillus sp. Y4.1MC1,FALSE
Geobacillus stearothermophilus,FALSE
Geobacillus subterraneus,FALSE
Geobacillus thermocatenulatus,FALSE
Geobacillus thermodenitrificans,FALSE
Geobacillus thermoleovorans,FALSE
Geobacillus zalihae,FALSE
Geobacter anodireducens,FALSE
Geobacter bemidjiensis,FALSE
Geobacter bremensis,FALSE
Geobacter daltonii,FALSE
Geobacter lovleyi,FALSE
Geobacter metallireducens,FALSE
Geobacter pickeringii,FALSE
Geobacter sp. DSM 9736,FALSE
Geobacter sp. FeAm09,FALSE
Geobacter sp. M18,FALSE
Geobacter sp. M21,FALSE
Geobacter sulfurreducens,FALSE
Geobacter uraniireducens,FALSE
Geodermatophilus obscurus,FALSE
Geoglobus acetivorans,FALSE
Geoglobus ahangari,FALSE
Georgenia faecalis,FALSE
Georgenia sp. Z294,FALSE
Georgenia sp. Z443,FALSE
Georhizobium profundi,FALSE
Geosporobacter ferrireducens,FALSE
Geovibrio thiophilus,FALSE
Gibbsiella quercinecans,FALSE
Gilliamella apicola,FALSE
Gillisia sp. Hel1_33_143,FALSE
Gilvibacter sp. SZ-19,FALSE
Gimesia benthica,FALSE
Gimesia maris,FALSE
Glaciecola amylolytica,FALSE
Glaciecola nitratireducens,FALSE
Glaciihabitans sp. INWT7,FALSE
Glaesserella parasuis,FALSE
Glaesserella sp. 15-184,TRUE
Gloeobacter kilaueensis,FALSE
Gloeobacter violaceus,FALSE
Gloeocapsa sp. PCC 7428,FALSE
Gloeomargarita lithophora,FALSE
Gloeothece citriformis,FALSE
Gloeothece verrucosa,FALSE
Gluconacetobacter diazotrophicus,FALSE
Gluconobacter albidus,FALSE
Gluconobacter oxydans,FALSE
Gluconobacter thailandicus,FALSE
Glutamicibacter arilaitensis,FALSE
Glutamicibacter creatinolyticus,FALSE
Glutamicibacter halophytocola,FALSE
Glutamicibacter mishrai,FALSE
Glutamicibacter nicotianae,FALSE
Glutamicibacter sp. ZJUTW,FALSE
Glycocaulis alkaliphilus,FALSE
Gordonia ajococcus,FALSE
Gordonia alkanivorans,FALSE
Gordonia bronchialis,FALSE
Gordonia insulae,FALSE
Gordonia iterans,FALSE
Gordonia phthalatica,FALSE
Gordonia polyisoprenivorans,FALSE
Gordonia rubripertincta,FALSE
Gordonia sp. 135,FALSE
Gordonia sp. 1D,FALSE
Gordonia sp. HY186,FALSE
Gordonia sp. JH63,FALSE
Gordonia sp. KTR9,FALSE
Gordonia sp. YC-JH1,FALSE
Gordonia terrae,FALSE
Gordonibacter pamelaeae,FALSE
Gordonibacter urolithinfaciens,FALSE
Gottschalkia acidurici,FALSE
Gracilibacillus sp. SCU50,FALSE
Gracilibacteria bacterium JGI 0000069-K10,FALSE
Gracilibacteria bacterium JGI 0000069-P22,FALSE
Gramella echinicola,FALSE
Gramella flava,FALSE
Gramella forsetii,FALSE
Gramella fulva,FALSE
Gramella salexigens,FALSE
Gramella sp. MAR_2010_147,FALSE
Granulibacter bethesdensis,FALSE
Granulicatella adiacens,TRUE
Granulicatella elegans,TRUE
Granulicella mallensis,FALSE
Granulicella sp. 5B5,FALSE
Granulicella sp. WH15,FALSE
Granulicella tundricola,FALSE
Granulosicoccus antarcticus,FALSE
Grimontia hollisae,FALSE
Gryllotalpicola protaetiae,FALSE
Gudongella oleilytica,FALSE
Guyparkeria halophila,FALSE
Gynuella sunshinyii,FALSE
Haematobacter massiliensis,FALSE
Haematobacter missouriensis,FALSE
Haematospirillum jordaniae,FALSE
Haemophilus aegyptius,FALSE
Haemophilus haemolyticus,TRUE
Haemophilus influenzae,TRUE
Haemophilus parahaemolyticus,TRUE
Haemophilus parainfluenzae,TRUE
Haemophilus paraphrohaemolyticus,TRUE
Haemophilus pittmaniae,TRUE
Haemophilus sp. C1,TRUE
Haemophilus sp. CCUG 60358,TRUE
Haemophilus sp. CCUG 66565,TRUE
Haemophilus sp. HMSC061E01,TRUE
Haemophilus sp. HMSC066A11,FALSE
Haemophilus sp. HMSC066D02,TRUE
Haemophilus sp. HMSC066D03,TRUE
Haemophilus sp. HMSC068C11,TRUE
Haemophilus sp. HMSC073C03,TRUE
Haemophilus sp. HMSC61B11,TRUE
Haemophilus sp. HMSC71H05,TRUE
Haemophilus sp. oral taxon 036,TRUE
Haemophilus sp. oral taxon 851,TRUE
Haemophilus sputorum,TRUE
Hafnia alvei,FALSE
Hafnia paralvei,FALSE
Hafnia sp. CBA7124,FALSE
Hahella chejuensis,FALSE
Hahella sp. KA22,FALSE
Halalkaliarchaeum desulfuricum,FALSE
Halalkalicoccus jeotgali,FALSE
Halanaeroarchaeum sulfurireducens,FALSE
Halanaerobium hydrogeniformans,FALSE
Halanaerobium praevalens,FALSE
Halapricum salinum,FALSE
Halarchaeum sp. CBA1220,FALSE
Halarcobacter bivalviorum,FALSE
Halarcobacter ebronensis,FALSE
Haliangium ochraceum,FALSE
Halioglobus japonicus,FALSE
Halioglobus maricola,FALSE
Halioglobus pacificus,FALSE
Haliscomenobacter hydrossis,FALSE
Haloactinobacterium sp. HY164,FALSE
Haloactinobacterium sp. RN3S43,FALSE
Haloarcula hispanica,FALSE
Haloarcula marismortui,FALSE
Haloarcula sp. CBA1115,FALSE
Haloarcula sp. JP-L23,FALSE
Haloarcula taiwanensis,FALSE
Halobacillus halophilus,FALSE
Halobacillus litoralis,FALSE
Halobacillus mangrovi,FALSE
Halobacteriovorax marinus,FALSE
Halobacteriovorax sp. BALOs_7,FALSE
Halobacterium hubeiense,FALSE
Halobacterium salinarum,FALSE
Halobacterium sp. DL1,FALSE
Halobacteroides halobius,FALSE
Halobellus limi,FALSE
Halobiforma lacisalsi,FALSE
Halobonum sp. Gai3-2,FALSE
Halobonum sp. NJ-3-1,FALSE
Halocella sp. SP3-1,FALSE
Halocynthiibacter arcticus,FALSE
Halodesulfurarchaeum formicicum,FALSE
Haloferax alexandrinus,FALSE
Haloferax gibbonsii,FALSE
Haloferax mediterranei,FALSE
Haloferax volcanii,FALSE
Halogeometricum borinquense,FALSE
Halolamina sp. CBA1230,FALSE
Halomicrobium sp. LC1Hm,FALSE
Halomicronema hongdechloris,FALSE
Halomonas aestuarii,FALSE
Halomonas alkaliphila,FALSE
Halomonas beimenensis,FALSE
Halomonas campaniensis,FALSE
Halomonas chromatireducens,FALSE
Halomonas elongata,FALSE
Halomonas huangheensis,FALSE
Halomonas hydrothermalis,FALSE
Halomonas meridiana,FALSE
Halomonas piezotolerans,FALSE
Halomonas socia,FALSE
Halomonas sp. 1513,FALSE
Halomonas sp. A3H3,FALSE
Halomonas sp. AM6,FALSE
Halomonas sp. BC-M4-5,FALSE
Halomonas sp. GFAJ-1,FALSE
Halomonas sp. GT,FALSE
Halomonas sp. HG01,FALSE
Halomonas sp. hl-4,FALSE
Halomonas sp. HL-93,FALSE
Halomonas sp. JS92-SW72,FALSE
Halomonas sp. KO116,FALSE
Halomonas sp. N3-2A,FALSE
Halomonas sp. PA16-9,FALSE
Halomonas sp. PGE1,FALSE
Halomonas sp. SF2003,FALSE
Halomonas sp. SH5A2,FALSE
Halomonas sp. THAF12,FALSE
Halomonas sp. THAF5a,FALSE
Halomonas sp. Y2R2,FALSE
Halomonas sp. YLGW01,FALSE
Halomonas subglaciescola,FALSE
Halomonas titanicae,FALSE
Halomonas venusta,FALSE
Halopenitus persicus,FALSE
Halopiger xanaduensis,FALSE
Haloplanus aerogenes,FALSE
Haloplanus rallus,FALSE
Haloplanus rubicundus,FALSE
Haloprofundus sp. MHR1,FALSE
Haloquadratum walsbyi,FALSE
Halorhabdus tiamatea,FALSE
Halorhabdus utahensis,FALSE
Halorhodospira halochloris,FALSE
Halorhodospira halophila,FALSE
Halorientalis sp. IM1011,FALSE
Halorubrum ezzemoulense,FALSE
Halorubrum lacusprofundi,FALSE
Halorubrum sp. BOL3-1,FALSE
Halorubrum sp. CBA1229,FALSE
Halorubrum sp. PV6,FALSE
Halorubrum sp. RHB-C,FALSE
Halorubrum trapanicum,FALSE
Halorussus sp. RC-68,FALSE
Halorussus sp. ZS-3,FALSE
Halosimplex pelagicum,FALSE
Halosimplex rubrum,FALSE
Halostagnicola larsenii,FALSE
Halostella pelagica,FALSE
Halotalea alkalilenta,FALSE
Haloterrigena daqingensis,FALSE
Haloterrigena sp. YPL8,FALSE
Haloterrigena turkmenica,FALSE
Halothece sp. PCC 7418,FALSE
Halothermothrix orenii,FALSE
Halothiobacillus neapolitanus,FALSE
Halothiobacillus sp. LS2,FALSE
Halovivax ruber,FALSE
Hartmannibacter diazotrophicus,FALSE
Hathewaya histolytica,FALSE
Helicobacter acinonychis,FALSE
Helicobacter apodemus,FALSE
Helicobacter bilis,FALSE
Helicobacter bizzozeronii,FALSE
Helicobacter canadensis,FALSE
Helicobacter canis,FALSE
Helicobacter cetorum,FALSE
Helicobacter cholecystus,FALSE
Helicobacter cinaedi,FALSE
Helicobacter felis,FALSE
Helicobacter heilmannii,FALSE
Helicobacter hepaticus,FALSE
Helicobacter himalayensis,FALSE
Helicobacter mustelae,FALSE
Helicobacter pullorum,FALSE
Helicobacter pylori,FALSE
Helicobacter sp. MIT 01-6242,FALSE
Helicobacter suis,FALSE
Helicobacter typhlonius,FALSE
Heliobacterium modesticaldum,FALSE
Heliorestis convoluta,FALSE
Herbaspirillum frisingense,FALSE
Herbaspirillum hiltneri,FALSE
Herbaspirillum huttiense,FALSE
Herbaspirillum robiniae,FALSE
Herbaspirillum rubrisubalbicans,FALSE
Herbaspirillum seropedicae,FALSE
Herbaspirillum sp. meg3,FALSE
Herbiconiux sp. SALV-R1,FALSE
Herbinix luporum,FALSE
Herminiimonas arsenicoxydans,FALSE
Herminiimonas arsenitoxidans,FALSE
Hippea maritima,FALSE
Hirschia baltica,FALSE
Histophilus somni,TRUE
Hoeflea phototrophica,FALSE
Hoeflea sp. IMCC20628,FALSE
Homo sapiens,TRUE
Hoyosella subflava,FALSE
Humibacter sp. BT305,FALSE
Humibacter sp. WJ7-1,FALSE
Hungateiclostridium clariflavum,FALSE
Hungateiclostridium saccincola,FALSE
Hungateiclostridium thermocellum,FALSE
Hungatella hathewayi,FALSE
Hydrocarboniclastica marina,FALSE
Hydrogenobacter sp. T-8,FALSE
Hydrogenobacter thermophilus,FALSE
Hydrogenobaculum sp. HO,FALSE
Hydrogenobaculum sp. Y04AAS1,FALSE
Hydrogenophaga crassostreae,FALSE
Hydrogenophaga pseudoflava,FALSE
Hydrogenophaga sp. BA0156,FALSE
Hydrogenophaga sp. BPS33,FALSE
Hydrogenophaga sp. NH-16,FALSE
Hydrogenophaga sp. PAMC20947,FALSE
Hydrogenophaga sp. PBC,FALSE
Hydrogenophaga sp. PBL-H3,FALSE
Hydrogenophaga sp. RAC07,FALSE
Hydrogenophilus thermoluteolus,FALSE
Hydrogenovibrio crunogenus,FALSE
Hydrogenovibrio marinus,FALSE
Hydrogenovibrio thermophilus,FALSE
Hylemonella gracilis,FALSE
Hymenobacter baengnokdamensis,FALSE
Hymenobacter jejuensis,FALSE
Hymenobacter nivis,FALSE
Hymenobacter oligotrophus,FALSE
Hymenobacter qilianensis,FALSE
Hymenobacter sedentarius,FALSE
Hymenobacter sp. 17J36-26,FALSE
Hymenobacter sp. APR13,FALSE
Hymenobacter sp. BRD128,FALSE
Hymenobacter sp. BRD67,FALSE
Hymenobacter sp. BT18,FALSE
Hymenobacter sp. BT182,FALSE
Hymenobacter sp. DG01,FALSE
Hymenobacter sp. DG25A,FALSE
Hymenobacter sp. DG25B,FALSE
Hymenobacter sp. HDW8,FALSE
Hymenobacter sp. NBH84,FALSE
Hymenobacter sp. PAMC 26554,FALSE
Hymenobacter sp. PAMC 26628,FALSE
Hymenobacter sp. S2-20-2,FALSE
Hymenobacter sp. TS19,FALSE
Hymenobacter swuensis,FALSE
Hypericibacter adhaerens,FALSE
Hypericibacter terrae,FALSE
Hyphobacterium sp. CCMP332,FALSE
Hyphomicrobium denitrificans,FALSE
Hyphomicrobium nitrativorans,FALSE
Hyphomicrobium sp. MC1,FALSE
Hyphomonas neptunium,FALSE
Hyphomonas sp. CACIAM 19H1,FALSE
Hyphomonas sp. Mor2,FALSE
Ichthyobacterium seriolicida,FALSE
Idiomarina andamanensis,FALSE
Idiomarina loihiensis,FALSE
Idiomarina piscisalsi,FALSE
Idiomarina sp. OT37-5b,FALSE
Idiomarina sp. X4,FALSE
Ignavibacterium album,FALSE
Ignicoccus hospitalis,FALSE
Ignicoccus islandicus,FALSE
Ilumatobacter coccineus,FALSE
Ilyobacter polytropus,FALSE
Immundisolibacter cernigliae,FALSE
Indioceanicola profundi,FALSE
Inhella inkyongensis,FALSE
Intestinibaculum porci,FALSE
Intestinimonas butyriciproducens,FALSE
Intrasporangium calvum,FALSE
Iodobacter fluviatilis,FALSE
Iodobacter sp. H11R3,FALSE
Isoptericola dokdonensis,FALSE
Isoptericola variabilis,FALSE
Isosphaera pallida,FALSE
Izhakiella sp. KSNA2,FALSE
Janibacter indicus,FALSE
Janibacter limosus,FALSE
Janibacter melonis,FALSE
Janibacter sp. YB324,FALSE
Jannaschia sp. CCS1,FALSE
Janthinobacterium agaricidamnosum,FALSE
Janthinobacterium lividum,FALSE
Janthinobacterium sp. 1_2014MBL_MicDiv,FALSE
Janthinobacterium sp. 17J80-10,FALSE
Janthinobacterium sp. B9-8,FALSE
Janthinobacterium sp. HH102,FALSE
Janthinobacterium sp. LM6,FALSE
Janthinobacterium sp. Marseille,FALSE
Janthinobacterium sp. SNU WT3,FALSE
Janthinobacterium svalbardensis,FALSE
Jatrophihabitans sp. GAS493,FALSE
Jeongeupia sp. USM3,FALSE
Jeotgalibaca arthritidis,FALSE
Jeotgalibaca ciconiae,FALSE
Jeotgalibaca dankookensis,FALSE
Jeotgalibaca porci,FALSE
Jeotgalibaca sp. PTS2502,FALSE
Jeotgalibacillus malaysiensis,FALSE
Jeotgalicoccus saudimassiliensis,FALSE
Jiangella alkaliphila,FALSE
Jiangella sp. DSM 45060,FALSE
Johnsonella ignava,TRUE
Jonesia denitrificans,FALSE
Jonquetella anthropi,FALSE
Kaistella daneshvariae,FALSE
Kangiella geojedonensis,FALSE
Kangiella koreensis,FALSE
Kangiella profundi,FALSE
Kangiella sediminilitoris,FALSE
Kazachstania africana,FALSE
Kazachstania naganishii,FALSE
Kerstersia gyiorum,FALSE
Ketobacter alkanivorans,FALSE
Ketogulonicigenium robustum,FALSE
Ketogulonicigenium vulgare,FALSE
Kibdelosporangium phytohabitans,FALSE
Kineobactrum salinum,FALSE
Kineococcus radiotolerans,FALSE
Kingella denitrificans,TRUE
Kingella kingae,TRUE
Kingella oralis,TRUE
Kinneretia sp. DAIF2,FALSE
Kiritimatiella glycovorans,FALSE
Kitasatospora albolonga,FALSE
Kitasatospora aureofaciens,FALSE
Kitasatospora setae,FALSE
Kitasatospora sp. MMS16-BH015,FALSE
Kitasatospora sp. NA04385,FALSE
Klebsiella aerogenes,FALSE
Klebsiella grimontii,FALSE
Klebsiella huaxiensis,FALSE
Klebsiella michiganensis,FALSE
Klebsiella oxytoca,FALSE
Klebsiella pneumoniae,TRUE
Klebsiella quasipneumoniae,FALSE
Klebsiella sp. BDA134-6,FALSE
Klebsiella sp. FDAARGOS_511,FALSE
Klebsiella sp. LY,FALSE
Klebsiella sp. PO552,FALSE
Klebsiella sp. WP3-W18-ESBL-02,FALSE
Klebsiella variicola,FALSE
Kluyvera ascorbata,FALSE
Kluyvera genomosp. 3,FALSE
Kluyvera intermedia,FALSE
Kluyveromyces lactis,FALSE
Kluyveromyces marxianus,FALSE
Kocuria flava,FALSE
Kocuria indica,FALSE
Kocuria palustris,FALSE
Kocuria rhizophila,FALSE
Kocuria rosea,FALSE
Kocuria sp. BT304,FALSE
Kocuria sp. KD4,FALSE
Kocuria sp. TGY1120_3,FALSE
Kocuria sp. TGY1127_2,FALSE
Kocuria turfanensis,FALSE
Kocuria varians,FALSE
Komagataeibacter europaeus,FALSE
Komagataeibacter hansenii,FALSE
Komagataeibacter medellinensis,FALSE
Komagataeibacter nataicola,FALSE
Komagataeibacter rhaeticus,FALSE
Komagataeibacter saccharivorans,FALSE
Komagataeibacter xylinus,FALSE
Komagataella phaffii,FALSE
Kordia antarctica,FALSE
Kordia sp. SMS9,FALSE
Kordiimonas pumila,FALSE
Kosakonia arachidis,FALSE
Kosakonia cowanii,FALSE
Kosakonia oryzae,FALSE
Kosakonia pseudosacchari,FALSE
Kosakonia radicincitans,FALSE
Kosakonia sacchari,FALSE
Kosakonia sp. CCTCC M2018092,FALSE
Kosakonia sp. SMBL-WEM22,FALSE
Kosmotoga olearia,FALSE
Kosmotoga pacifica,FALSE
Kozakia baliensis,FALSE
Kribbella flavida,FALSE
Kribbella qitaiheensis,FALSE
Kroppenstedtia eburnea,FALSE
Kroppenstedtia pulmonis,FALSE
Ktedonosporobacter rubrisoli,FALSE
Kurthia sp. 11kri321,FALSE
Kurthia zopfii,FALSE
Kushneria konosiri,FALSE
Kushneria marisflavi,FALSE
Kushneria sp. YCWA18,FALSE
Kutzneria albida,FALSE
Kyrpidia spormannii,FALSE
Kyrpidia tusciae,FALSE
Kytococcus sedentarius,FALSE
Labilibaculum antarcticum,FALSE
Labilithrix luteola,FALSE
Labrenzia aggregata,FALSE
Labrenzia alexandrii,FALSE
Labrenzia sp. CP4,FALSE
Labrenzia sp. PHM005,FALSE
Labrenzia sp. THAF35,FALSE
Labrenzia sp. THAF82,FALSE
Labrenzia sp. VG12,FALSE
Labrys sp. KNU-23,FALSE
Laceyella sacchari,FALSE
Lachancea thermotolerans,FALSE
Lachnoanaerobaculum saburreum,TRUE
Lachnoanaerobaculum sp. MSX33,TRUE
Lachnoanaerobaculum umeaense,TRUE
Lachnoclostridium phocaeense,FALSE
Lachnoclostridium phytofermentans,FALSE
Lachnoclostridium sp. YL32,FALSE
Lachnospira eligens,FALSE
Lachnospiraceae bacterium oral taxon 082,TRUE
Lachnospiraceae bacterium oral taxon 096,TRUE
Lachnospiraceae bacterium oral taxon 500,TRUE
Lacibacter sp. S13-6-6,FALSE
Lacimicrobium alkaliphilum,FALSE
Lacinutrix sp. 5H-3-7-4,FALSE
Lacinutrix sp. Bg11-31,FALSE
Lacinutrix venerupis,FALSE
Lacipirellula parvula,FALSE
Lacrimispora saccharolytica,FALSE
Lacrimispora sphenoides,FALSE
Lacticaseibacillus paracasei,FALSE
Lactiplantibacillus pentosus,FALSE
Lactiplantibacillus plantarum,FALSE
Lactobacillus acetotolerans,FALSE
Lactobacillus acidipiscis,FALSE
Lactobacillus acidophilus,FALSE
Lactobacillus alimentarius,FALSE
Lactobacillus allii,FALSE
Lactobacillus amylolyticus,FALSE
Lactobacillus amylovorus,FALSE
Lactobacillus animalis,FALSE
Lactobacillus apis,FALSE
Lactobacillus backii,FALSE
Lactobacillus bifermentans,FALSE
Lactobacillus bombi,FALSE
Lactobacillus brevis,FALSE
Lactobacillus buchneri,FALSE
Lactobacillus casei,FALSE
Lactobacillus coleohominis,FALSE
Lactobacillus coryniformis,FALSE
Lactobacillus crispatus,FALSE
Lactobacillus crustorum,FALSE
Lactobacillus curieae,FALSE
Lactobacillus curvatus,FALSE
Lactobacillus delbrueckii,FALSE
Lactobacillus dextrinicus,FALSE
Lactobacillus farciminis,FALSE
Lactobacillus fructivorans,FALSE
Lactobacillus frumenti,FALSE
Lactobacillus fuchuensis,FALSE
Lactobacillus futsaii,FALSE
Lactobacillus gallinarum,FALSE
Lactobacillus gasseri,FALSE
Lactobacillus gastricus,FALSE
Lactobacillus ginsenosidimutans,FALSE
Lactobacillus graminis,FALSE
Lactobacillus harbinensis,FALSE
Lactobacillus heilongjiangensis,FALSE
Lactobacillus helsingborgensis,FALSE
Lactobacillus helveticus,FALSE
Lactobacillus hilgardii,FALSE
Lactobacillus hokkaidonensis,FALSE
Lactobacillus hordei,FALSE
Lactobacillus iners,FALSE
Lactobacillus jensenii,FALSE
Lactobacillus johnsonii,FALSE
Lactobacillus kefiranofaciens,FALSE
Lactobacillus kefiri,FALSE
Lactobacillus kisonensis,FALSE
Lactobacillus koreensis,FALSE
Lactobacillus kullabergensis,FALSE
Lactobacillus kunkeei,FALSE
Lactobacillus lindneri,FALSE
Lactobacillus malefermentans,FALSE
Lactobacillus mali,FALSE
Lactobacillus manihotivorans,FALSE
Lactobacillus mucosae,FALSE
Lactobacillus murinus,FALSE
Lactobacillus nenjiangensis,FALSE
Lactobacillus oligofermentans,FALSE
Lactobacillus panis,FALSE
Lactobacillus parabuchneri,FALSE
Lactobacillus paracollinoides,FALSE
Lactobacillus parafarraginis,FALSE
Lactobacillus paragasseri,FALSE
Lactobacillus paralimentarius,FALSE
Lactobacillus paraplantarum,FALSE
Lactobacillus pontis,FALSE
Lactobacillus rapi,FALSE
Lactobacillus rhamnosus,FALSE
Lactobacillus rossiae,FALSE
Lactobacillus saerimneri,FALSE
Lactobacillus sakei,FALSE
Lactobacillus sanfranciscensis,FALSE
Lactobacillus sp. 3B(2020),FALSE
Lactobacillus sp. BHWM-4,FALSE
Lactobacillus sp. CBA3605,FALSE
Lactobacillus sp. CBA3606,FALSE
Lactobacillus sp. NFFJ11,FALSE
Lactobacillus sp. wkB8,FALSE
Lactobacillus suantsaii,FALSE
Lactobacillus terrae,FALSE
Lactobacillus ultunensis,FALSE
Lactobacillus vaginalis,FALSE
Lactobacillus zeae,FALSE
Lactobacillus zhachilii,FALSE
Lactobacillus zymae,FALSE
Lactococcus garvieae,FALSE
Lactococcus lactis,TRUE
Lactococcus petauri,FALSE
Lactococcus piscium,FALSE
Lactococcus raffinolactis,FALSE
Lactococcus sp. 1JSPR-7,FALSE
Lactococcus sp. KACC 19320,FALSE
Lactococcus sp. TMW21612,FALSE
Lacunisphaera limnophila,FALSE
Lancefieldella parvula,TRUE
Lancefieldella rimae,FALSE
Laribacter hongkongensis,FALSE
Lautropia mirabilis,TRUE
Lawsonella clevelandensis,FALSE
Lawsonia intracellularis,FALSE
Leadbetterella byssophila,FALSE
Leclercia adecarboxylata,FALSE
Leclercia sp. 1106151,FALSE
Leclercia sp. 119287,FALSE
Leclercia sp. 29361,FALSE
Leclercia sp. J807,FALSE
Leclercia sp. LSNIH1,FALSE
Leclercia sp. LSNIH3,FALSE
Leclercia sp. W17,FALSE
Leclercia sp. W6,FALSE
Leeuwenhoekiella sp. ZYFB001,FALSE
Legionella adelaidensis,FALSE
Legionella anisa,FALSE
Legionella cherrii,FALSE
Legionella clemsonensis,FALSE
Legionella endosymbiont of Polyplax serrata,FALSE
Legionella fallonii,FALSE
Legionella geestiana,FALSE
Legionella hackeliae,FALSE
Legionella israelensis,FALSE
Legionella jordanis,FALSE
Legionella lansingensis,FALSE
Legionella longbeachae,FALSE
Legionella oakridgensis,FALSE
Legionella pneumophila,FALSE
Legionella sainthelensi,FALSE
Legionella sp. PC1000,FALSE
Legionella sp. PC997,FALSE
Legionella sp. TUM19329,FALSE
Legionella spiritensis,FALSE
Legionella waltersii,FALSE
Leifsonia shinshuensis,FALSE
Leifsonia sp. 21MFCrub1.1,FALSE
Leifsonia sp. PS1209,FALSE
Leifsonia xyli,FALSE
Leisingera aquaemixtae,FALSE
Leisingera methylohalidivorans,FALSE
Leisingera sp. NJS201,FALSE
Leisingera sp. NJS204,FALSE
Lelliottia amnigena,FALSE
Lelliottia jeotgali,FALSE
Lelliottia nimipressuralis,FALSE
Lelliottia sp. WB101,FALSE
Leminorella richardii,FALSE
Lentibacillus amyloliquefaciens,FALSE
Lentibacillus sp. CBA3610,FALSE
Lentilitoribacter sp. Alg239-R112,FALSE
Lentzea guizhouensis,FALSE
Leptolyngbya boryana,FALSE
Leptolyngbya sp. NIES-3755,FALSE
Leptolyngbya sp. O-77,FALSE
Leptolyngbya sp. PCC 7376,FALSE
Leptospira biflexa,FALSE
Leptospira borgpetersenii,FALSE
Leptospira interrogans,FALSE
Leptospira kmetyi,FALSE
Leptospira mayottensis,FALSE
Leptospira santarosai,FALSE
Leptospira tipperaryensis,FALSE
Leptospira weilii,FALSE
Leptospirillum ferriphilum,FALSE
Leptospirillum ferrooxidans,FALSE
Leptothrix cholodnii,FALSE
Leptotrichia buccalis,TRUE
Leptotrichia hofstadii,TRUE
Leptotrichia hongkongensis,TRUE
Leptotrichia shahii,TRUE
Leptotrichia sp. oral taxon 212,TRUE
Leptotrichia sp. oral taxon 215,TRUE
Leptotrichia sp. oral taxon 223,TRUE
Leptotrichia sp. oral taxon 225,TRUE
Leptotrichia sp. oral taxon 498,TRUE
Leptotrichia sp. oral taxon 847,TRUE
Leptotrichia sp. oral taxon 879,TRUE
Leptotrichia trevisanii,TRUE
Leptotrichia wadei,TRUE
Leucobacter denitrificans,FALSE
Leucobacter muris,FALSE
Leucobacter sp. HDW9A,FALSE
Leucobacter sp. HDW9B,FALSE
Leucobacter sp. HDW9C,FALSE
Leucobacter triazinivorans,FALSE
Leuconostoc carnosum,FALSE
Leuconostoc citreum,FALSE
Leuconostoc gelidum,FALSE
Leuconostoc kimchii,FALSE
Leuconostoc lactis,FALSE
Leuconostoc mesenteroides,FALSE
Leuconostoc pseudomesenteroides,FALSE
Leuconostoc sp. C2,FALSE
Leuconostoc sp. LN180020,FALSE
Leuconostoc suionicum,FALSE
Libanicoccus massiliensis,FALSE
Liberibacter crescens,FALSE
Lichenihabitans psoromatis,FALSE
Ligilactobacillus agilis,FALSE
Ligilactobacillus ruminis,FALSE
Ligilactobacillus salivarius,FALSE
Limihaloglobus sulfuriphilus,FALSE
Limnobacter sp. SAORIC-580,FALSE
Limnobaculum parvum,FALSE
Limnochorda pilosa,FALSE
Limnoglobus roseus,FALSE
Limnohabitans sp. 103DPR2,FALSE
Limnohabitans sp. 63ED37-2,FALSE
Limnospira fusiformis,FALSE
Limnospira indica,FALSE
Limosilactobacillus fermentum,FALSE
Limosilactobacillus oris,FALSE
Limosilactobacillus reuteri,FALSE
Liquorilactobacillus nagelii,FALSE
Listeria grayi,FALSE
Listeria innocua,FALSE
Listeria ivanovii,FALSE
Listeria monocytogenes,FALSE
Listeria seeligeri,FALSE
Listeria sp. PSOL-1,FALSE
Listeria weihenstephanensis,FALSE
Listeria welshimeri,FALSE
Litoreibacter sp. LN3S51,FALSE
Litoricola lipolytica,FALSE
Litorilituus sediminis,FALSE
Longibaculum sp. KGMB06250,FALSE
Lonsdalea britannica,FALSE
Luteibacter pinisoli,FALSE
